盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,,,,,,0,0,0,0,0,0,0,13.1,0
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,13.8,0
2015,2016,2016/06/24,,,,,,0,0,0,0,0,0,0,17.1,0
2014,2015,2015/06/25,2015/08/26,10.85,,,2015/09/18,0.1,0,0.1,0,0,0,0.1,18,0.55
2013,2014,2014/06/26,,,,,,0,0,0,0,0,0,0,22.6,0
2012,2013,2013/06/28,,,,,,0,0,0,0,0,0,0,21.5,0
2011,2012,2012/06/27,,,,,,0,0,0,0,0,0,0,26.6,0
2010,2011,2011/06/28,2011/08/09,46.55,2011/08/09,46.55,,3,0,3,0.5,0,0.5,3.5,55,6.36
2009,2010,2010/06/25,2010/07/30,84,2010/07/30,84,,0.1,0,0.1,0.8,0,0.8,0.9,74.9,1.2
2008,2009,2009/06/19,2009/08/03,23.85,2009/08/03,23.85,,0.3,0,0.3,1.2,0,1.2,1.5,27.8,5.4
2007,2008,2008/06/10,2008/07/18,,2008/07/18,,,1.02,0,1.02,0.51,0,0.51,1.53,27.5,5.54
2006,2007,2007/05/15,,,,,,0,0,0,0,0,0,0,,
