盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/30,,,,,,0,0,0,0,0,0,0,13.6,0
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,13.9,0
2015,2016,2016/06/24,,,,,,0,0,0,0,0,0,0,14,0
2014,2015,2015/06/15,,,,,,0,0,0,0,0,0,0,11,0
2013,2014,2014/06/20,,,,,,0,0,0,0,0,0,0,14.6,0
2012,2013,2013/06/14,,,,,,0,0,0,0,0,0,0,10.3,0
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,11.9,0
2010,2011,2011/06/10,2011/07/29,21.85,2011/07/29,21.85,,1.5,0,1.5,0.1,0,0.1,1.6,23,6.94
2009,2010,2010/06/18,,,,,,0,0,0,0,0,0,0,36.4,0
2008,2009,2009/06/16,2009/07/21,20.7,2009/07/21,20.7,,0.16,0,0.16,3,0,3,3.16,23.6,13.39
2007,2008,2008/06/13,2008/07/29,35.2,2008/07/29,35.2,,0.13,0,0.13,1.8,0.2,2,2.13,36,5.92
2006,2007,2007/06/08,2007/07/24,,2007/07/24,,,0.05,0,0.05,0.9,0,0.9,0.95,,
