盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,2018/07/27,13.9,,,2018/08/17,0.85,0,0.85,0,0,0,0.85,14.2,5.99
2016,2017,2017/06/20,2017/07/21,13.25,,,2017/08/16,0.25,0,0.25,0,0,0,0.25,14.3,1.75
2015,2016,2016/06/23,2016/08/23,9.08,,,2016/09/09,0.21,0,0.21,0,0,0,0.21,9.57,2.24
2014,2015,2015/06/18,2015/07/30,7.35,,,2015/08/27,0.35,0,0.35,0,0,0,0.35,10.5,3.34
2013,2014,2014/06/27,2014/07/31,13.15,,,2014/08/27,0.13,0,0.13,0,0,0,0.13,13.2,0.96
2012,2013,2013/06/25,,,,,,0,0,0,0,0,0,0,10.1,0
2011,2012,2012/06/13,,,,,,0,0,0,0,0,0,0,9.17,0
2010,2011,2011/06/15,2011/08/16,11.1,,,,0.46,0,0.46,0,0,0,0.46,13.1,3.53
2009,2010,2010/06/15,2010/08/24,14.95,2010/08/24,14.95,,0.12,0,0.12,0.2,0,0.2,0.32,15.2,2.11
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,8.11,0
2007,2008,2008/06/25,2008/08/12,8.34,2008/08/12,8.34,,0.29,0,0.29,0.87,0,0.87,1.16,9.19,12.63
2006,2007,2007/06/13,2007/08/22,15.46,2007/08/22,15.46,,0.87,0,0.87,0.1,0,0.1,0.97,19.7,4.93
2005,2006,2006/06/02,,,,,,0,0,0,0,0,0,0,19.4,0
2004,2005,2005/06/16,,,,,,0,0,0,0,0,0,0,,
2003,2004,2004/06/24,,,,,,0,0,0,0,0,0,0,,
2002,2003,,,,,,,0,0,0,0,0,0,0,,
2000,2001,,,,,,,0,0,0,1,0,1,1,,
