盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,2018/07/17,84.6,,,2018/08/10,4.2,0,4.2,0,0,0,4.2,87.9,4.78
2016,2017,2017/06/22,2017/07/19,78.4,,,2017/08/10,4,0,4,0,0,0,4,83.1,4.82
2015,2016,2016/06/29,2016/07/28,82.8,,,2016/08/23,4,0,4,0,0,0,4,82.4,4.85
2014,2015,2015/06/12,2015/07/22,89,,,2015/08/13,4,0,4,0,0,0,4,89.1,4.49
2013,2014,2014/06/12,2014/07/08,126,,,,5,0,5,0,0,0,5,119,4.2
2012,2013,2013/06/13,2013/07/16,62.8,,,,3.2,0,3.2,0,0,0,3.2,66.1,4.84
2011,2012,2012/06/06,2012/07/05,49.2,,,,3.2,0,3.2,0,0,0,3.2,49.8,6.43
2010,2011,2011/06/09,2011/07/07,53.6,,,,3.2,0,3.2,0,0,0,3.2,50.9,6.28
2009,2010,2010/06/15,2010/07/16,38.75,,,,2.8,0,2.8,0,0,0,2.8,41,6.82
2008,2009,2009/06/10,2009/06/30,27.3,,,,2.8,0,2.8,0,0,0,2.8,27.7,10.09
2007,2008,2008/05/20,2008/06/17,36.85,,,,2.78,0,2.78,0,0,0,2.78,34,8.19
2006,2007,2007/05/15,2007/07/12,42.6,2007/07/12,42.6,,2.2,0,2.2,0.5,0,0.5,2.7,43.6,6.19
2005,2006,2006/06/21,2006/08/15,31.15,2006/08/15,31.15,,2,0,2,0.5,0,0.5,2.5,33,7.57
2004,2005,2005/06/10,2005/08/04,34.05,2005/08/04,34.05,,1.97,0,1.97,0.49,0,0.49,2.47,36,6.85
2003,2004,2004/05/18,2004/06/29,36.9,2004/06/29,36.9,,1.5,0,1.5,1,0,1,2.5,41.6,6.01
2002,2003,2003/06/17,2003/08/19,38.8,2003/08/19,38.8,,1.5,0,1.5,1,0,1,2.5,42.2,5.93
2001,2002,2002/04/08,2002/06/13,43.5,2002/06/13,43.5,,1.5,0,1.5,1,0,1,2.5,45.2,5.53
2000,2001,,,,,,,1.5,0,1.5,1,0,1,2.5,,
1999,2000,,,,,,,0,0,0,4,0,4,4,,
1998,1999,,,,,,,0,0,0,5,0,5,5,,
