盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,2018/07/31(即將除息),,2018/07/31(即將除權),,2018/09/03(即將發放),2.5,0,2.5,0.7,0,0.7,3.2,65.6,4.88
2016,2017,2017/06/14,2017/07/06,27.95,,,2017/07/28,2,0,2,0,0,0,2,28.3,7.07
2015,2016,2016/06/17,2016/07/06,22.35,,,2016/07/29,2,0,2,0,0,0,2,23.6,8.49
2014,2015,2015/06/11,2015/08/03,22.3,2015/08/03,22.3,2015/09/09,1.5,0,1.5,0.5,0,0.5,2,24.8,8.07
2013,2014,2014/06/23,2014/08/05,27.85,2014/08/05,27.85,2014/09/09,1,0,1,1.2,0,1.2,2.2,28.5,7.72
2012,2013,2013/06/19,2013/07/24,24.05,2013/07/24,24.05,,0.3,0,0.3,1.2,0,1.2,1.5,24.5,6.12
2011,2012,2012/06/21,2012/07/24,23.2,2012/07/24,23.2,,1.4,0.2,1.6,1,0,1,2.6,25,10.41
2010,2011,2011/06/13,2011/07/22,29.8,2011/07/22,29.8,,1.85,0,1.85,0.75,1,1.75,3.6,30.2,11.93
2009,2010,2010/06/18,2010/08/04,34.7,2010/08/04,34.7,,1.75,0,1.75,0.68,0.97,1.65,3.41,35.7,9.54
2008,2009,2009/06/10,2009/07/03,23.9,,,,2.2,0,2.2,0,0,0,2.2,24.1,9.13
2007,2008,2008/06/13,2008/08/07,24.05,2008/08/07,24.05,,2.88,0,2.88,0.72,0,0.72,3.6,27.5,13.12
2006,2007,2007/06/13,2007/07/25,60.2,2007/07/25,60.2,,1.5,0,1.5,2,0,2,3.5,56.1,6.24
2005,2006,2006/06/14,2006/08/30,45.03,2006/08/30,45.03,,1.5,0,1.5,1.5,0,1.5,3,49.3,6.09
2004,2005,2005/06/03,2005/08/02,38.75,2005/08/02,38.75,,0.77,0,0.77,0.77,0,0.77,1.54,38.2,4.03
2003,2004,2004/06/08,2004/07/23,21.8,2004/07/23,21.8,,0.5,0,0.5,1.3,0.2,1.5,2,23.7,8.43
2002,2003,2003/05/20,2003/09/09,,2003/09/09,,,0.5,0,0.5,1.5,0,1.5,2,28.1,7.11
2001,2002,,,,,,,1.5,0,1.5,0,0.5,0.5,2,,
2000,2001,,,,,,,5,0,5,4.6,15.4,20,25,,
1999,2000,,,,,,,0,0,0,2.22,0,2.22,2.22,,
