盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,,,,,,0,0,0,0,0,0,0,11.7,0
2016,2017,2017/06/13,,,,,,0,0,0,0,0,0,0,11.4,0
2015,2016,2016/06/14,,,,,,0,0,0,0,0,0,0,8.6,0
2014,2015,2015/06/12,,,,,,0,0,0,0,0,0,0,5.92,0
2013,2014,2014/06/25,,,,,,0,0,0,0,0,0,0,6.78,0
2012,2013,2013/06/24,,,,,,0,0,0,0,0,0,0,6.46,0
2011,2012,2012/06/05,,,,,,0,0,0,0,0,0,0,4.24,0
2010,2011,2011/06/22,,,,,,0,0,0,0,0,0,0,6.07,0
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,10.1,0
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,4.21,0
2007,2008,,,,,,,0,0,0,0,0,0,0,5.01,0
2006,2007,2007/06/21,,,,,,0,0,0,0,0,0,0,11.1,0
2005,2006,2006/06/15,2006/10/19,9.19,2006/10/19,9.19,,0.6,0,0.6,0.2,0,0.2,0.8,11.9,6.73
2004,2005,2005/06/14,2005/09/22,14.7,2005/09/22,14.7,,0.5,0,0.5,1,0,1,1.49,18.7,7.99
2003,2004,2004/05/18,2004/07/15,20,2004/07/15,20,,1.2,0,1.2,0.5,0,0.5,1.7,23.9,7.11
2002,2003,2003/05/16,,,2003/07/03,27,,0,0,0,1.3,0,1.3,1.3,26.9,4.85
2001,2002,2002/06/28,,,2002/09/19,18.1,,0,0,0,1,0,1,1,22.5,4.44
2000,2001,2001/06/22,,,2001/08/21,,,0,0,0,0.4,0,0.4,0.4,,
1999,2000,2000/07/12,,,,,,0,0,0,0,0,0,0,,
1998,1999,,,,,,,0,0,0,0,0,0,0,,
