盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/28,,,,,,0,0,0,0,0,0,0,1.91,0
2016,2017,2017/04/19,,,,,,0,0,0,0,0,0,0,2.51,0
2015,2016,2016/04/11,,,,,,0,0,0,0,0,0,0,1.27,0
2014,2015,2015/06/29,,,,,,0,0,0,0,0,0,0,1.5,0
2013,2014,2014/06/19,,,,,,0,0,0,0,0,0,0,3.25,0
2012,2013,2013/06/13,,,,,,0,0,0,0,0,0,0,3.98,0
2011,2012,2012/06/21,,,,,,0,0,0,0,0,0,0,5.19,0
2010,2011,2011/06/09,,,,,,0,0,0,0,0,0,0,7.94,0
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,8.44,0
2008,2009,,,,,,,0,0,0,0,0,0,0,10.4,0
2007,2008,,,,,,,0,0,0,0,0,0,0,16,0
2006,2007,2007/06/15,2007/08/24,44.1,2007/08/24,44.1,,0.68,0,0.68,0.29,0,0.29,0.97,44.1,2.2
2005,2006,2006/05/12,2006/06/29,38.1,2006/06/29,38.1,,0.42,0,0.42,0.42,0,0.42,0.84,35.9,2.34
2004,2005,2005/05/18,2005/06/30,23.25,2005/06/30,23.25,,1.48,0,1.48,0.49,0,0.49,1.98,23,8.61
2003,2004,2004/05/18,2004/06/30,28,2004/06/30,28,,1.9,0,1.9,0.5,0,0.5,2.4,30.3,7.92
2002,2003,2003/03/28,2003/07/21,,,,,0.5,0,0.5,0,0,0,0.5,32.3,1.55
2001,2002,,,,,,,0,0,0,0,0,0,0,,
1999,2000,,,,,,,0,0,0,0,0,0,0,,
