盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/13,2018/08/27(即將除息),,,,2018/09/27(即將發放),0,0.3,0.3,0,0,0,0.3,17.9,1.67
2016,2017,2017/06/14,,,,,,0,0,0,0,0,0,0,14.7,0
2015,2016,2016/06/13,,,,,,0,0,0,0,0,0,0,11.8,0
2014,2015,2015/06/18,,,,,,0,0,0,0,0,0,0,15,0
2013,2014,2014/06/27,,,,,,0,0,0,0,0,0,0,27.1,0
2012,2013,2013/06/28,2013/07/16,45.55,,,,0.5,0,0.5,0,0,0,0.5,45.3,1.1
2011,2012,2012/06/21,2012/09/11,71.2,,,,0.5,0,0.5,0,0,0,0.5,67.1,0.75
2010,2011,2011/06/15,2011/07/25,136,2011/07/25,136,,5.49,0,5.49,0.1,0.4,0.5,5.99,156.1,3.83
2009,2010,2010/04/30,2010/05/17,280,,,,10,0,10,0,0,0,10,313.2,3.19
2008,2009,2009/04/15,2009/04/30,283.5,2009/05/22,452,,5.48,0,5.48,0,1.37,1.37,6.85,361.9,1.89
2007,2008,2008/05/30,2008/07/17,,2008/07/17,,,0.47,0,0.47,0.27,0.2,0.47,0.93,,
