盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/07/31(即將除息),,,,2018/08/30(即將發放),2.5,0,2.5,0,0,0,2.5,80.9,3.09
2016,2017,2017/06/21,2017/08/01,61.2,,,2017/08/31,2.5,0,2.5,0,0,0,2.5,63.6,3.93
2015,2016,2016/06/22,2016/08/02,39.2,,,2016/08/30,2,0,2,0,0,0,2,36.2,5.52
2014,2015,2015/06/24,2015/07/31,27.5,,,2015/08/28,2.2,0,2.2,0,0,0,2.2,33.7,6.54
2013,2014,2014/06/24,2014/08/04,38.05,,,,1.6,0,1.6,0,0,0,1.6,41.8,3.82
2012,2013,2013/06/25,2013/07/30,32.75,,,,1,0,1,0,0,0,1,30.9,3.24
2011,2012,2012/06/28,2012/08/01,19.65,,,,0.3,0,0.3,0,0,0,0.3,21.8,1.37
2010,2011,2011/06/24,2011/07/12,31.7,,,,1.8,0,1.8,0,0,0,1.8,29.8,6.03
2009,2010,2010/06/25,2010/07/13,42.6,,,,1.2,0,1.2,0,0,0,1.2,41.9,2.86
2008,2009,2009/06/25,2009/07/14,16.15,,,,0.3,0,0.3,0,0,0,0.3,22.2,1.35
2007,2008,2008/06/25,2008/07/14,19.45,,,,1.8,0,1.8,0,0,0,1.8,21.6,8.35
2006,2007,2007/06/22,2007/07/09,52.7,,,,2,0,2,0,0,0,2,46.3,4.32
2005,2006,2006/06/23,2006/07/11,21.95,,,,1,0,1,0,0,0,1,29.8,3.35
2004,2005,2005/06/23,2005/07/12,12.3,,,,0.8,0,0.8,0,0,0,0.8,12.2,6.53
2003,2004,2004/06/24,,,2004/08/04,15.2,,0,0,0,0.41,0,0.41,0.41,16.3,2.5
2002,2003,2003/06/25,,,,,,0,0,0,0,0,0,0,12.3,0
2001,2002,2002/06/21,,,,,,0,0,0,0,0,0,0,10.6,0
2000,2001,,,,,,,0,0,0,0,0,0,0,9.65,0
1999,2000,2000/05/24,,,,,,0,0,0,0.6,0.6,1.2,1.2,28.3,4.25
1998,1999,1999/05/12,,,1999/06/21,,,0,0,0,1,0.5,1.5,1.5,28.5,5.27
1997,1998,1998/04/23,,,1998/06/08,,,0,0,0,1.5,1,2.5,2.5,44.4,5.63
1996,1997,1997/05/16,,,1997/07/04,59.73,,0,0,0,1,1,2,2,57.8,3.46
1995,1996,1996/03/21,,,,,,0,0,0,1.85,0.15,2,2,33.8,5.92
1994,1995,1995/05/16,,,,,,0,0,0,1.76,0.25,2.01,2.01,,
1993,1994,,,,,,,0,0,0,1,0.8,1.8,1.8,,
1992,1993,,,,,,,0,0,0,2.7,0.3,3,3,,
